"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1901661","GO:1901661","quinone metabolic process","1/478","17/18773",0.0588235294117647,2.3102387398474,0.873590291438401,0.355094291657077,0.747422954623506,0.726207892592708,"coq2",1
"GO:1901663","GO:1901663","quinone biosynthetic process","1/478","17/18773",0.0588235294117647,2.3102387398474,0.873590291438401,0.355094291657077,0.747422954623506,0.726207892592708,"coq2",1
"GO:2000050","GO:2000050","regulation of non-canonical Wnt signaling pathway","1/478","17/18773",0.0588235294117647,2.3102387398474,0.873590291438401,0.355094291657077,0.747422954623506,0.726207892592708,"dvl3a",1
"GO:0007006","GO:0007006","mitochondrial membrane organization","2/478","49/18773",0.0408163265306122,1.60302279907779,0.683180513210958,0.355760270978001,0.747422954623506,0.726207892592708,"letm1/oma1",2
"GO:0048596","GO:0048596","embryonic camera-type eye morphogenesis","2/478","49/18773",0.0408163265306122,1.60302279907779,0.683180513210958,0.355760270978001,0.747422954623506,0.726207892592708,"smarca4a/rerea",2
"GO:0140014","GO:0140014","mitotic nuclear division","4/478","119/18773",0.0336134453781513,1.32013642276994,0.566272663019814,0.359564217729492,0.752923280718168,0.73155209589429,"kif11/ndel1a/ska1/cdca8",4
"GO:0060041","GO:0060041","retina development in camera-type eye","9/478","301/18773",0.0299003322259136,1.17430739932443,0.492770981784133,0.359650250317417,0.752923280718168,0.73155209589429,"tyrp1a/rpgrip1l/smarca4a/nfyc/rcbtb1/foxn4/thrb/suv39h1a/kif3b",9
"GO:0006813","GO:0006813","potassium ion transport","6/478","192/18773",0.03125,1.22731433054393,0.511735920431882,0.364132415684915,0.752923280718168,0.73155209589429,"letm1/wnk1a/slc12a10.1/s100p/kcnd3/kcnma1a",6
"GO:0008277","GO:0008277","regulation of G protein-coupled receptor signaling pathway","2/478","50/18773",0.04,1.57096234309623,0.653443080840217,0.364985521070828,0.752923280718168,0.73155209589429,"usp20/git2b",2
"GO:0048484","GO:0048484","enteric nervous system development","2/478","50/18773",0.04,1.57096234309623,0.653443080840217,0.364985521070828,0.752923280718168,0.73155209589429,"ncln/nup98",2
"GO:0009451","GO:0009451","RNA modification","4/478","120/18773",0.0333333333333333,1.30913528591353,0.549120771546544,0.365359673207091,0.752923280718168,0.73155209589429,"ctu2/wdr4/trmt1/cmtr1",4
"GO:0006873","GO:0006873","intracellular monoatomic ion homeostasis","7/478","229/18773",0.0305676855895196,1.20051707441852,0.493480965285188,0.365987658079457,0.752923280718168,0.73155209589429,"letm1/slc24a6a/slc4a8/htt/fbxl5/iscub/itpr3",7
"GO:0030003","GO:0030003","intracellular monoatomic cation homeostasis","7/478","229/18773",0.0305676855895196,1.20051707441852,0.493480965285188,0.365987658079457,0.752923280718168,0.73155209589429,"letm1/slc24a6a/slc4a8/htt/fbxl5/iscub/itpr3",7
"GO:0045087","GO:0045087","innate immune response","8/478","266/18773",0.0300751879699248,1.18117469405732,0.481031322613309,0.366772260518936,0.752923280718168,0.73155209589429,"pias4a/ifih1/tlr18/tlr22/sarm1/tbk1/trim13/trim101",8
"GO:0002042","GO:0002042","cell migration involved in sprouting angiogenesis","1/478","18/18773",0.0555555555555556,2.18189214318921,0.810883714130216,0.371529828476651,0.752923280718168,0.73155209589429,"arfgef2",1
"GO:0002097","GO:0002097","tRNA wobble base modification","1/478","18/18773",0.0555555555555556,2.18189214318921,0.810883714130216,0.371529828476651,0.752923280718168,0.73155209589429,"ctu2",1
"GO:0003181","GO:0003181","atrioventricular valve morphogenesis","1/478","18/18773",0.0555555555555556,2.18189214318921,0.810883714130216,0.371529828476651,0.752923280718168,0.73155209589429,"hace1",1
"GO:0008608","GO:0008608","attachment of spindle microtubules to kinetochore","1/478","18/18773",0.0555555555555556,2.18189214318921,0.810883714130216,0.371529828476651,0.752923280718168,0.73155209589429,"ska1",1
"GO:0009208","GO:0009208","pyrimidine ribonucleoside triphosphate metabolic process","1/478","18/18773",0.0555555555555556,2.18189214318921,0.810883714130216,0.371529828476651,0.752923280718168,0.73155209589429,"entpd4",1
"GO:0010669","GO:0010669","epithelial structure maintenance","1/478","18/18773",0.0555555555555556,2.18189214318921,0.810883714130216,0.371529828476651,0.752923280718168,0.73155209589429,"tnfa",1
"GO:0015919","GO:0015919","peroxisomal membrane transport","1/478","18/18773",0.0555555555555556,2.18189214318921,0.810883714130216,0.371529828476651,0.752923280718168,0.73155209589429,"pex14",1
"GO:0021548","GO:0021548","pons development","1/478","18/18773",0.0555555555555556,2.18189214318921,0.810883714130216,0.371529828476651,0.752923280718168,0.73155209589429,"srrm4",1
"GO:0021554","GO:0021554","optic nerve development","1/478","18/18773",0.0555555555555556,2.18189214318921,0.810883714130216,0.371529828476651,0.752923280718168,0.73155209589429,"smarca4a",1
"GO:0031340","GO:0031340","positive regulation of vesicle fusion","1/478","18/18773",0.0555555555555556,2.18189214318921,0.810883714130216,0.371529828476651,0.752923280718168,0.73155209589429,"c2cd5",1
"GO:0032438","GO:0032438","melanosome organization","1/478","18/18773",0.0555555555555556,2.18189214318921,0.810883714130216,0.371529828476651,0.752923280718168,0.73155209589429,"tyrp1a",1
"GO:0034312","GO:0034312","diol biosynthetic process","1/478","18/18773",0.0555555555555556,2.18189214318921,0.810883714130216,0.371529828476651,0.752923280718168,0.73155209589429,"acer3",1
"GO:0042541","GO:0042541","hemoglobin biosynthetic process","1/478","18/18773",0.0555555555555556,2.18189214318921,0.810883714130216,0.371529828476651,0.752923280718168,0.73155209589429,"sfxn1",1
"GO:0043270","GO:0043270","positive regulation of monoatomic ion transport","1/478","18/18773",0.0555555555555556,2.18189214318921,0.810883714130216,0.371529828476651,0.752923280718168,0.73155209589429,"wnk1a",1
"GO:0043574","GO:0043574","peroxisomal transport","1/478","18/18773",0.0555555555555556,2.18189214318921,0.810883714130216,0.371529828476651,0.752923280718168,0.73155209589429,"pex14",1
"GO:0046036","GO:0046036","CTP metabolic process","1/478","18/18773",0.0555555555555556,2.18189214318921,0.810883714130216,0.371529828476651,0.752923280718168,0.73155209589429,"entpd4",1
"GO:0050852","GO:0050852","T cell receptor signaling pathway","1/478","18/18773",0.0555555555555556,2.18189214318921,0.810883714130216,0.371529828476651,0.752923280718168,0.73155209589429,"si:ch211-188c16.1",1
"GO:0055090","GO:0055090","acylglycerol homeostasis","1/478","18/18773",0.0555555555555556,2.18189214318921,0.810883714130216,0.371529828476651,0.752923280718168,0.73155209589429,"fabp2",1
"GO:0060221","GO:0060221","retinal rod cell differentiation","1/478","18/18773",0.0555555555555556,2.18189214318921,0.810883714130216,0.371529828476651,0.752923280718168,0.73155209589429,"rpgrip1l",1
"GO:0060541","GO:0060541","respiratory system development","1/478","18/18773",0.0555555555555556,2.18189214318921,0.810883714130216,0.371529828476651,0.752923280718168,0.73155209589429,"kif3b",1
"GO:0061484","GO:0061484","hematopoietic stem cell homeostasis","1/478","18/18773",0.0555555555555556,2.18189214318921,0.810883714130216,0.371529828476651,0.752923280718168,0.73155209589429,"kif2c",1
"GO:0099175","GO:0099175","regulation of postsynapse organization","1/478","18/18773",0.0555555555555556,2.18189214318921,0.810883714130216,0.371529828476651,0.752923280718168,0.73155209589429,"abhd17ab",1
"GO:1904951","GO:1904951","positive regulation of establishment of protein localization","1/478","18/18773",0.0555555555555556,2.18189214318921,0.810883714130216,0.371529828476651,0.752923280718168,0.73155209589429,"c2cd5",1
"GO:0046839","GO:0046839","phospholipid dephosphorylation","2/478","51/18773",0.0392156862745098,1.54015915989827,0.624358066338559,0.374159719042102,0.755198889806653,0.733763113458429,"mtmr1a/plppr3b",2
"GO:0048821","GO:0048821","erythrocyte development","2/478","51/18773",0.0392156862745098,1.54015915989827,0.624358066338559,0.374159719042102,0.755198889806653,0.733763113458429,"sfxn1/melk",2
"GO:0051962","GO:0051962","positive regulation of nervous system development","3/478","86/18773",0.0348837209302326,1.37002529921183,0.555922005587696,0.375283513889382,0.755198889806653,0.733763113458429,"numbl/cdkl5/cntn2",3
"GO:0003143","GO:0003143","embryonic heart tube morphogenesis","5/478","158/18773",0.0316455696202532,1.2428499549812,0.495493617496196,0.37570311806593,0.755198889806653,0.733763113458429,"smarca4a/ndrg4/foxn4/hace1/bbs1",5
"GO:0030900","GO:0030900","forebrain development","5/478","158/18773",0.0316455696202532,1.2428499549812,0.495493617496196,0.37570311806593,0.755198889806653,0.733763113458429,"gpr101/btbd3a/dpysl2b/arnt2/disp1",5
"GO:0009141","GO:0009141","nucleoside triphosphate metabolic process","4/478","122/18773",0.0327868852459016,1.28767405171822,0.515267272212867,0.3769420130268,0.755198889806653,0.733763113458429,"eno2/pkmb/entpd4/insra",4
"GO:0016311","GO:0016311","dephosphorylation","6/478","196/18773",0.0306122448979592,1.20226709930834,0.460117239582164,0.382319569817803,0.755198889806653,0.733763113458429,"ppp2r5d/ptpn23a/mtmr1a/plppr3b/ptpn1/ptpreb",6
"GO:0051896","GO:0051896","regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","2/478","52/18773",0.0384615384615385,1.51054071451561,0.595896104273318,0.383279485333498,0.755198889806653,0.733763113458429,"ntrk2b/insra",2
"GO:0060271","GO:0060271","cilium assembly","10/478","345/18773",0.0289855072463768,1.13837850949002,0.419316650801811,0.383535471534996,0.755198889806653,0.733763113458429,"rpgrip1l/ahi1/mbd3b/wdr11/ehd3/ttbk2a/rfx2/kif3b/pi4kb/bbs1",10
"GO:0048863","GO:0048863","stem cell differentiation","8/478","271/18773",0.029520295202952,1.15938180302305,0.427186044774886,0.386082012268167,0.755198889806653,0.733763113458429,"jarid2b/smarca4a/med13b/pard3ab/wdr11/sf3a3/tnfa/acvr2ba",8
"GO:0051094","GO:0051094","positive regulation of developmental process","8/478","271/18773",0.029520295202952,1.15938180302305,0.427186044774886,0.386082012268167,0.755198889806653,0.733763113458429,"nr2c2/numbl/cdkl5/ezh2/tesca/ptger3/tnfa/cntn2",8
"GO:0000096","GO:0000096","sulfur amino acid metabolic process","1/478","19/18773",0.0526315789473684,2.06705571460031,0.75217683605094,0.387547356708491,0.755198889806653,0.733763113458429,"mtr",1
"GO:0007405","GO:0007405","neuroblast proliferation","1/478","19/18773",0.0526315789473684,2.06705571460031,0.75217683605094,0.387547356708491,0.755198889806653,0.733763113458429,"pard3ab",1
"GO:0008625","GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors","1/478","19/18773",0.0526315789473684,2.06705571460031,0.75217683605094,0.387547356708491,0.755198889806653,0.733763113458429,"scrt2",1
"GO:0010811","GO:0010811","positive regulation of cell-substrate adhesion","1/478","19/18773",0.0526315789473684,2.06705571460031,0.75217683605094,0.387547356708491,0.755198889806653,0.733763113458429,"si:ch211-215c18.3",1
"GO:0010830","GO:0010830","regulation of myotube differentiation","1/478","19/18773",0.0526315789473684,2.06705571460031,0.75217683605094,0.387547356708491,0.755198889806653,0.733763113458429,"neu1",1
"GO:0016082","GO:0016082","synaptic vesicle priming","1/478","19/18773",0.0526315789473684,2.06705571460031,0.75217683605094,0.387547356708491,0.755198889806653,0.733763113458429,"unc13a",1
"GO:0019359","GO:0019359","nicotinamide nucleotide biosynthetic process","1/478","19/18773",0.0526315789473684,2.06705571460031,0.75217683605094,0.387547356708491,0.755198889806653,0.733763113458429,"nampt1",1
"GO:0019363","GO:0019363","pyridine nucleotide biosynthetic process","1/478","19/18773",0.0526315789473684,2.06705571460031,0.75217683605094,0.387547356708491,0.755198889806653,0.733763113458429,"nampt1",1
"GO:0019432","GO:0019432","triglyceride biosynthetic process","1/478","19/18773",0.0526315789473684,2.06705571460031,0.75217683605094,0.387547356708491,0.755198889806653,0.733763113458429,"mogat2",1
"GO:0020027","GO:0020027","hemoglobin metabolic process","1/478","19/18773",0.0526315789473684,2.06705571460031,0.75217683605094,0.387547356708491,0.755198889806653,0.733763113458429,"sfxn1",1
"GO:0021593","GO:0021593","rhombomere morphogenesis","1/478","19/18773",0.0526315789473684,2.06705571460031,0.75217683605094,0.387547356708491,0.755198889806653,0.733763113458429,"hnf1ba",1
"GO:0021696","GO:0021696","cerebellar cortex morphogenesis","1/478","19/18773",0.0526315789473684,2.06705571460031,0.75217683605094,0.387547356708491,0.755198889806653,0.733763113458429,"met",1
"GO:0021952","GO:0021952","central nervous system projection neuron axonogenesis","1/478","19/18773",0.0526315789473684,2.06705571460031,0.75217683605094,0.387547356708491,0.755198889806653,0.733763113458429,"mapk3",1
"GO:0021983","GO:0021983","pituitary gland development","1/478","19/18773",0.0526315789473684,2.06705571460031,0.75217683605094,0.387547356708491,0.755198889806653,0.733763113458429,"disp1",1
"GO:0030856","GO:0030856","regulation of epithelial cell differentiation","1/478","19/18773",0.0526315789473684,2.06705571460031,0.75217683605094,0.387547356708491,0.755198889806653,0.733763113458429,"mafga",1
"GO:0032330","GO:0032330","regulation of chondrocyte differentiation","1/478","19/18773",0.0526315789473684,2.06705571460031,0.75217683605094,0.387547356708491,0.755198889806653,0.733763113458429,"pthlha",1
"GO:0032511","GO:0032511","late endosome to vacuole transport via multivesicular body sorting pathway","1/478","19/18773",0.0526315789473684,2.06705571460031,0.75217683605094,0.387547356708491,0.755198889806653,0.733763113458429,"ptpn23a",1
"GO:0033504","GO:0033504","floor plate development","1/478","19/18773",0.0526315789473684,2.06705571460031,0.75217683605094,0.387547356708491,0.755198889806653,0.733763113458429,"sap130a",1
"GO:0042177","GO:0042177","negative regulation of protein catabolic process","1/478","19/18773",0.0526315789473684,2.06705571460031,0.75217683605094,0.387547356708491,0.755198889806653,0.733763113458429,"fhit",1
"GO:0046189","GO:0046189","phenol-containing compound biosynthetic process","1/478","19/18773",0.0526315789473684,2.06705571460031,0.75217683605094,0.387547356708491,0.755198889806653,0.733763113458429,"tyrp1a",1
"GO:0046460","GO:0046460","neutral lipid biosynthetic process","1/478","19/18773",0.0526315789473684,2.06705571460031,0.75217683605094,0.387547356708491,0.755198889806653,0.733763113458429,"mogat2",1
"GO:0046463","GO:0046463","acylglycerol biosynthetic process","1/478","19/18773",0.0526315789473684,2.06705571460031,0.75217683605094,0.387547356708491,0.755198889806653,0.733763113458429,"mogat2",1
"GO:0048753","GO:0048753","pigment granule organization","1/478","19/18773",0.0526315789473684,2.06705571460031,0.75217683605094,0.387547356708491,0.755198889806653,0.733763113458429,"tyrp1a",1
"GO:1902742","GO:1902742","apoptotic process involved in development","1/478","19/18773",0.0526315789473684,2.06705571460031,0.75217683605094,0.387547356708491,0.755198889806653,0.733763113458429,"scrib",1
"GO:1903670","GO:1903670","regulation of sprouting angiogenesis","1/478","19/18773",0.0526315789473684,2.06705571460031,0.75217683605094,0.387547356708491,0.755198889806653,0.733763113458429,"ptger3",1
"GO:0021536","GO:0021536","diencephalon development","3/478","88/18773",0.0340909090909091,1.33888836059338,0.515056001544398,0.389126238838297,0.755198889806653,0.733763113458429,"gpr101/arnt2/disp1",3
"GO:0046034","GO:0046034","ATP metabolic process","3/478","88/18773",0.0340909090909091,1.33888836059338,0.515056001544398,0.389126238838297,0.755198889806653,0.733763113458429,"eno2/pkmb/insra",3
"GO:0000226","GO:0000226","microtubule cytoskeleton organization","11/478","385/18773",0.0285714285714286,1.12211595935445,0.391325867843066,0.391694292767231,0.755198889806653,0.733763113458429,"kif11/pard3ab/dync1li1/ndel1a/nin/katnal2/map7d2a/scrib/ska1/cep76/ttll7",11
"GO:0001510","GO:0001510","RNA methylation","2/478","53/18773",0.0377358490566038,1.4820399463172,0.568029716156633,0.392341644816034,0.755198889806653,0.733763113458429,"wdr4/trmt1",2
"GO:0006892","GO:0006892","post-Golgi vesicle-mediated transport","2/478","53/18773",0.0377358490566038,1.4820399463172,0.568029716156633,0.392341644816034,0.755198889806653,0.733763113458429,"golph3b/gga3b",2
"GO:1903050","GO:1903050","regulation of proteolysis involved in protein catabolic process","2/478","53/18773",0.0377358490566038,1.4820399463172,0.568029716156633,0.392341644816034,0.755198889806653,0.733763113458429,"fhit/ube3a",2
"GO:0048736","GO:0048736","appendage development","4/478","125/18773",0.032,1.25676987447699,0.465571041306927,0.394275928411339,0.755198889806653,0.733763113458429,"tcf7/frem1a/met/bbs1",4
"GO:0098739","GO:0098739","import across plasma membrane","4/478","125/18773",0.032,1.25676987447699,0.465571041306927,0.394275928411339,0.755198889806653,0.733763113458429,"slc15a1b/cacna1da/wnk1a/slc12a10.1",4
"GO:0031346","GO:0031346","positive regulation of cell projection organization","3/478","89/18773",0.0337078651685393,1.32384467114851,0.494993895829183,0.396019920265681,0.755198889806653,0.733763113458429,"ntrk2b/cdkl5/cntn2",3
"GO:0051050","GO:0051050","positive regulation of transport","3/478","89/18773",0.0337078651685393,1.32384467114851,0.494993895829183,0.396019920265681,0.755198889806653,0.733763113458429,"ncbp2/wnk1a/c2cd5",3
"GO:0009259","GO:0009259","ribonucleotide metabolic process","6/478","200/18773",0.03,1.17822175732218,0.409579021634899,0.400514497028546,0.755198889806653,0.733763113458429,"nudt18/eno2/pkmb/pde8a/entpd4/insra",6
"GO:0046394","GO:0046394","carboxylic acid biosynthetic process","5/478","163/18773",0.0306748466257669,1.20472572323331,0.424322483068664,0.400980185451598,0.755198889806653,0.733763113458429,"ggt5a/mtr/gad1b/acacb/acsbg1",5
"GO:0007204","GO:0007204","positive regulation of cytosolic calcium ion concentration","2/478","54/18773",0.037037037037037,1.45459476212614,0.540733155324911,0.401343218608735,0.755198889806653,0.733763113458429,"ccr6a/ptger3",2
"GO:0007605","GO:0007605","sensory perception of sound","2/478","54/18773",0.037037037037037,1.45459476212614,0.540733155324911,0.401343218608735,0.755198889806653,0.733763113458429,"slc26a2/cacna1da",2
"GO:0009615","GO:0009615","response to virus","3/478","90/18773",0.0333333333333333,1.30913528591353,0.475170578159925,0.402892791401904,0.755198889806653,0.733763113458429,"prf1.3/ifih1/tnfa",3
"GO:0051235","GO:0051235","maintenance of location","3/478","90/18773",0.0333333333333333,1.30913528591353,0.475170578159925,0.402892791401904,0.755198889806653,0.733763113458429,"cd36/letm1/itpr3",3
"GO:0001738","GO:0001738","morphogenesis of a polarized epithelium","1/478","20/18773",0.05,1.96370292887029,0.696988823512247,0.403157485933901,0.755198889806653,0.733763113458429,"scrib",1
"GO:0001757","GO:0001757","somite specification","1/478","20/18773",0.05,1.96370292887029,0.696988823512247,0.403157485933901,0.755198889806653,0.733763113458429,"chuk",1
"GO:0006513","GO:0006513","protein monoubiquitination","1/478","20/18773",0.05,1.96370292887029,0.696988823512247,0.403157485933901,0.755198889806653,0.733763113458429,"trim13",1
"GO:0007214","GO:0007214","gamma-aminobutyric acid signaling pathway","1/478","20/18773",0.05,1.96370292887029,0.696988823512247,0.403157485933901,0.755198889806653,0.733763113458429,"gabbr1b",1
"GO:0008345","GO:0008345","larval locomotory behavior","1/478","20/18773",0.05,1.96370292887029,0.696988823512247,0.403157485933901,0.755198889806653,0.733763113458429,"sap130a",1
"GO:0014044","GO:0014044","Schwann cell development","1/478","20/18773",0.05,1.96370292887029,0.696988823512247,0.403157485933901,0.755198889806653,0.733763113458429,"pard3ab",1
"GO:0016925","GO:0016925","protein sumoylation","1/478","20/18773",0.05,1.96370292887029,0.696988823512247,0.403157485933901,0.755198889806653,0.733763113458429,"pias4a",1
"GO:0018279","GO:0018279","protein N-linked glycosylation via asparagine","1/478","20/18773",0.05,1.96370292887029,0.696988823512247,0.403157485933901,0.755198889806653,0.733763113458429,"alg10",1
"GO:0019217","GO:0019217","regulation of fatty acid metabolic process","1/478","20/18773",0.05,1.96370292887029,0.696988823512247,0.403157485933901,0.755198889806653,0.733763113458429,"pdk1",1
"GO:0030073","GO:0030073","insulin secretion","1/478","20/18773",0.05,1.96370292887029,0.696988823512247,0.403157485933901,0.755198889806653,0.733763113458429,"hnf1ba",1
"GO:0030518","GO:0030518","nuclear receptor-mediated steroid hormone signaling pathway","1/478","20/18773",0.05,1.96370292887029,0.696988823512247,0.403157485933901,0.755198889806653,0.733763113458429,"esrra",1
"GO:0031124","GO:0031124","mRNA 3'-end processing","1/478","20/18773",0.05,1.96370292887029,0.696988823512247,0.403157485933901,0.755198889806653,0.733763113458429,"rprd2b",1
"GO:0031640","GO:0031640","killing of cells of another organism","1/478","20/18773",0.05,1.96370292887029,0.696988823512247,0.403157485933901,0.755198889806653,0.733763113458429,"prf1.3",1
"GO:0034472","GO:0034472","snRNA 3'-end processing","1/478","20/18773",0.05,1.96370292887029,0.696988823512247,0.403157485933901,0.755198889806653,0.733763113458429,"ints7",1
"GO:0035622","GO:0035622","intrahepatic bile duct development","1/478","20/18773",0.05,1.96370292887029,0.696988823512247,0.403157485933901,0.755198889806653,0.733763113458429,"hnf1ba",1
"GO:0036302","GO:0036302","atrioventricular canal development","1/478","20/18773",0.05,1.96370292887029,0.696988823512247,0.403157485933901,0.755198889806653,0.733763113458429,"foxn4",1
"GO:0051646","GO:0051646","mitochondrion localization","1/478","20/18773",0.05,1.96370292887029,0.696988823512247,0.403157485933901,0.755198889806653,0.733763113458429,"mfn1b",1
"GO:0055081","GO:0055081","monoatomic anion homeostasis","1/478","20/18773",0.05,1.96370292887029,0.696988823512247,0.403157485933901,0.755198889806653,0.733763113458429,"slc12a10.1",1
"GO:0071229","GO:0071229","cellular response to acid chemical","1/478","20/18773",0.05,1.96370292887029,0.696988823512247,0.403157485933901,0.755198889806653,0.733763113458429,"cpeb4a",1
"GO:0071230","GO:0071230","cellular response to amino acid stimulus","1/478","20/18773",0.05,1.96370292887029,0.696988823512247,0.403157485933901,0.755198889806653,0.733763113458429,"cpeb4a",1
"GO:0141061","GO:0141061","disruption of cell in another organism","1/478","20/18773",0.05,1.96370292887029,0.696988823512247,0.403157485933901,0.755198889806653,0.733763113458429,"prf1.3",1
"GO:1990798","GO:1990798","pancreas regeneration","1/478","20/18773",0.05,1.96370292887029,0.696988823512247,0.403157485933901,0.755198889806653,0.733763113458429,"hnf1ba",1
"GO:0007268","GO:0007268","chemical synaptic transmission","11/478","389/18773",0.0282776349614396,1.11057749190608,0.356225122345557,0.404719256378138,0.756577222127295,0.735102322809272,"grin1b/ntrk2b/glrbb/nlgn2a/btbd9/unc13a/nlgn3a/grm1b/lzts1/cacng8b/cacnb4b",11
"GO:0098916","GO:0098916","anterograde trans-synaptic signaling","11/478","389/18773",0.0282776349614396,1.11057749190608,0.356225122345557,0.404719256378138,0.756577222127295,0.735102322809272,"grin1b/ntrk2b/glrbb/nlgn2a/btbd9/unc13a/nlgn3a/grm1b/lzts1/cacng8b/cacnb4b",11
"GO:0006417","GO:0006417","regulation of translation","5/478","164/18773",0.0304878048780488,1.19737983467701,0.410361114951423,0.406025172286468,0.75824476618635,0.736722534831716,"larp4aa/igf2bp2a/cpeb4a/cpeb3/ncbp2",5
"GO:0099537","GO:0099537","trans-synaptic signaling","11/478","390/18773",0.0282051282051282,1.10772985731145,0.347506721130419,0.407978608072368,0.760286580185664,0.738706393411835,"grin1b/ntrk2b/glrbb/nlgn2a/btbd9/unc13a/nlgn3a/grm1b/lzts1/cacng8b/cacnb4b",11
"GO:0010842","GO:0010842","retina layer formation","2/478","55/18773",0.0363636363636364,1.42814758463294,0.513982267219096,0.410281416179978,0.760286580185664,0.738706393411835,"smarca4a/foxn4",2
"GO:0033044","GO:0033044","regulation of chromosome organization","2/478","55/18773",0.0363636363636364,1.42814758463294,0.513982267219096,0.410281416179978,0.760286580185664,0.738706393411835,"anapc2/rtel1",2
"GO:0016053","GO:0016053","organic acid biosynthetic process","5/478","165/18773",0.0303030303030303,1.19012298719412,0.396487743678815,0.411064845469774,0.760286580185664,0.738706393411835,"ggt5a/mtr/gad1b/acacb/acsbg1",5
"GO:0019725","GO:0019725","cellular homeostasis","9/478","316/18773",0.0284810126582278,1.11856495948308,0.343575634015211,0.413973898232351,0.760286580185664,0.738706393411835,"letm1/slc24a6a/slc4a8/htt/ormdl1/fbxl5/slc12a10.1/iscub/itpr3",9
"GO:0032101","GO:0032101","regulation of response to external stimulus","7/478","241/18773",0.029045643153527,1.14074029063005,0.355442073065674,0.415979433208223,0.760286580185664,0.738706393411835,"pias4a/ifih1/tlr18/tlr22/sarm1/tbk1/trim13",7
"GO:0031101","GO:0031101","fin regeneration","3/478","92/18773",0.0326086956521739,1.28067582317628,0.436216282842282,0.416569372560909,0.760286580185664,0.738706393411835,"smarca4a/ezh2/tnfa",3
"GO:0007219","GO:0007219","Notch signaling pathway","4/478","129/18773",0.0310077519379845,1.21780026596607,0.401223837993827,0.417265459618438,0.760286580185664,0.738706393411835,"poglut1/numbl/tet2/bbs1",4
"GO:0016236","GO:0016236","macroautophagy","4/478","129/18773",0.0310077519379845,1.21780026596607,0.401223837993827,0.417265459618438,0.760286580185664,0.738706393411835,"spns1/ulk3/wdr81/vps41",4
"GO:0000413","GO:0000413","protein peptidyl-prolyl isomerization","1/478","21/18773",0.0476190476190476,1.87019326559075,0.644918124504069,0.418370557001122,0.760286580185664,0.738706393411835,"ppil2",1
"GO:0001836","GO:0001836","release of cytochrome c from mitochondria","1/478","21/18773",0.0476190476190476,1.87019326559075,0.644918124504069,0.418370557001122,0.760286580185664,0.738706393411835,"zgc:153993",1
"GO:0007379","GO:0007379","segment specification","1/478","21/18773",0.0476190476190476,1.87019326559075,0.644918124504069,0.418370557001122,0.760286580185664,0.738706393411835,"chuk",1
"GO:0014037","GO:0014037","Schwann cell differentiation","1/478","21/18773",0.0476190476190476,1.87019326559075,0.644918124504069,0.418370557001122,0.760286580185664,0.738706393411835,"pard3ab",1
"GO:0019915","GO:0019915","lipid storage","1/478","21/18773",0.0476190476190476,1.87019326559075,0.644918124504069,0.418370557001122,0.760286580185664,0.738706393411835,"cd36",1
"GO:0021546","GO:0021546","rhombomere development","1/478","21/18773",0.0476190476190476,1.87019326559075,0.644918124504069,0.418370557001122,0.760286580185664,0.738706393411835,"hnf1ba",1
"GO:0021695","GO:0021695","cerebellar cortex development","1/478","21/18773",0.0476190476190476,1.87019326559075,0.644918124504069,0.418370557001122,0.760286580185664,0.738706393411835,"met",1
"GO:0032392","GO:0032392","DNA geometric change","1/478","21/18773",0.0476190476190476,1.87019326559075,0.644918124504069,0.418370557001122,0.760286580185664,0.738706393411835,"rtel1",1
"GO:0032508","GO:0032508","DNA duplex unwinding","1/478","21/18773",0.0476190476190476,1.87019326559075,0.644918124504069,0.418370557001122,0.760286580185664,0.738706393411835,"rtel1",1
"GO:0033619","GO:0033619","membrane protein proteolysis","1/478","21/18773",0.0476190476190476,1.87019326559075,0.644918124504069,0.418370557001122,0.760286580185664,0.738706393411835,"adam19b",1
"GO:0034311","GO:0034311","diol metabolic process","1/478","21/18773",0.0476190476190476,1.87019326559075,0.644918124504069,0.418370557001122,0.760286580185664,0.738706393411835,"acer3",1
"GO:0038092","GO:0038092","nodal signaling pathway","1/478","21/18773",0.0476190476190476,1.87019326559075,0.644918124504069,0.418370557001122,0.760286580185664,0.738706393411835,"ncln",1
"GO:0042670","GO:0042670","retinal cone cell differentiation","1/478","21/18773",0.0476190476190476,1.87019326559075,0.644918124504069,0.418370557001122,0.760286580185664,0.738706393411835,"thrb",1
"GO:0044804","GO:0044804","nucleophagy","1/478","21/18773",0.0476190476190476,1.87019326559075,0.644918124504069,0.418370557001122,0.760286580185664,0.738706393411835,"ulk3",1
"GO:0045879","GO:0045879","negative regulation of smoothened signaling pathway","1/478","21/18773",0.0476190476190476,1.87019326559075,0.644918124504069,0.418370557001122,0.760286580185664,0.738706393411835,"rerea",1
"GO:0071542","GO:0071542","dopaminergic neuron differentiation","1/478","21/18773",0.0476190476190476,1.87019326559075,0.644918124504069,0.418370557001122,0.760286580185664,0.738706393411835,"arnt2",1
